GEOID00BG,GEOID20BG,WEIGHT
100030125002,100030124001,0.0
100030125002,100030125002,1.0
100030125002,100030125003,0.0
100030125004,100030125004,1.0
100030125005,100030125006,1.0
100030125006,100030124001,0.0
100030125006,100030125003,1.0
100030125007,100030125005,1.0
100030126002,100030125003,1.0
100030126002,100030126001,1.0
100030126002,100030126002,1.0
100030126002,100030129003,1.0
100030126003,100030126002,1.0
100030126004,100030126003,1.0
100030127001,100030127001,1.0
100030127001,100030127002,0.8863404382732187
100030127001,100030127003,1.0
100030127001,100030127005,1.0
100030127002,100030127002,1.0
100030127002,100030127005,1.0
100030127003,100030127003,1.0
100030127003,100030127005,0.12788392834273957
100030127004,100030127004,0.9978793377619204
100030127006,100030127001,1.0
100030127006,100030127005,1.0
100030129001,100030129001,1.0
100030129002,100030027001,1.0
100030129002,100030129001,1.0
100030129002,100030129002,1.0
100030129002,100030129003,1.0
100030129002,100030152005,1.0
100030129003,100030126002,1.0
100030129003,100030127005,1.0
100030129003,100030129003,1.0
100030130001,100030130001,1.0
100030130002,100030130002,1.0
100030131001,100030131001,1.0
100030131001,100030132001,1.0
100030131002,100030131002,1.0
100030131003,100030131003,1.0
100030132001,100030132001,0.9924832579297472
100030132002,100030132002,1.0
100030132003,100030132003,1.0
100030133001,100030133001,1.0
100030133002,100030133002,1.0
100030134001,100030134001,1.0
100030134002,100030134002,1.0
100030134003,100030134003,1.0
100030135011,100030135013,1.0
100030135012,100030135012,1.0
100030135014,100030135011,1.0
100030135019,100030135013,1.0
100030135019,100030135014,1.0
100030135019,100030135015,1.0
100030135031,100030135081,1.0
100030135032,100030135082,1.0
100030135033,100030135071,1.0
100030135034,100030135083,1.0
100030135041,100030135063,1.0
100030135042,100030135052,1.0
100030135043,100030135062,1.0
100030135044,100030135051,0.4829542905318623
100030135044,100030135061,0.995997726868482
100030136044,100030136042,1.0
100030136044,100030136043,1.0
100030136044,100030136132,0.0
100030136044,100030136133,0.0081402934530926
100030136045,100030136041,1.0
100030136071,100030136071,1.0
100030136071,100030136123,1.0
100030136072,100030136072,1.0
100030136072,100030136073,1.0
100030136072,100030136074,1.0
100030136073,100030136073,0.0
100030136073,100030136074,1.0
100030136073,100030136132,1.0
100030136081,100030136081,1.0
100030136082,100030136082,1.0
100030136091,100030136041,0.0264255210901414
100030136091,100030136042,1.0
100030136091,100030136043,1.0
100030136091,100030136082,0.0
100030136091,100030136141,1.0
100030136091,100030136152,1.0
100030136092,100030131003,1.0
100030136092,100030136141,1.0
100030136092,100030136142,1.0
100030136092,100030136153,0.563356579108
100030136093,100030130002,1.0
100030136093,100030136142,1.0
100030136093,100030136153,1.0
100030136093,100030138003,0.1337546076882569
100030136094,100030136153,1.0
100030136099,100030136081,1.0
100030136099,100030136151,1.0
100030136099,100030136153,1.0
100030136101,100030136102,1.0
100030136101,100030136103,1.0
100030136101,100030136104,1.0
100030136101,100030142001,1.0
100030136102,100030136101,1.0
100030136102,100030143011,1.0
100030136111,100030136111,0.4044250911046415
100030136111,100030136113,0.8
100030136111,100030136114,1.0
100030136112,100030136111,1.0
100030136113,100030136111,1.0
100030136113,100030136112,1.0
100030136121,100030135071,1.0
100030136121,100030136121,1.0
100030136122,100030136122,1.0
100030136123,100030136123,1.0
100030136131,100030136131,1.0
100030136132,100030136132,1.0
100030136133,100030136042,0.0242411942182598
100030136133,100030136131,1.0
100030136133,100030136133,0.903617300863
100030137001,100030137001,1.0
100030137001,100030138001,0.0057887468409285
100030137002,100030137002,0.6910840765814878
100030137002,100030137003,1.0
100030138003,100030138001,0.2621354565566185
100030138004,100030138001,1.0
100030138009,100030138002,1.0
100030138009,100030138003,1.0
100030138009,100030139013,1.0
100030138009,100030139062,1.0
100030139011,100030139011,1.0
100030139011,100030139013,0.1546457480982581
100030139012,100030139012,1.0
100030139013,100030139013,1.0
100030139021,100030139013,0.5818257103688192
100030139021,100030139061,0.11910341470433543
100030139021,100030139062,1.0
100030139021,100030139063,1.0
100030139022,100030139061,0.1630461221416351
100030139022,100030139062,0.024831117907708
100030139023,100030139051,1.0
100030139023,100030139052,0.1941992433795712
100030139023,100030139053,1.0
100030139024,100030139031,0.3697170158030136
100030139025,100030139032,1.0
100030139025,100030139033,1.0
100030140001,100030139011,1.0
100030140001,100030139012,0.0565047390694947
100030140001,100030140002,0.0
100030140001,100030140004,1.0
100030140009,100030138001,0.0495166347101128
100030140009,100030138002,0.0
100030140009,100030140001,0.33230286243391
100030140009,100030140002,1.0
100030140009,100030140003,1.0
100030140009,100030140004,0.0
100030140009,100030141001,0.6033456685491952
100030141001,100030140002,1.0
100030141001,100030141001,1.0
100030141001,100030147053,1.0
100030141002,100030141002,1.0
100030141003,100030141003,1.0
100030142001,100030142001,1.0
100030142001,100030145011,1.0
100030143001,100030143011,1.0
100030143001,100030143021,1.0
100030143001,100030143022,1.0
100030143001,100030143023,0.1862461964790263
100030143003,100030143022,1.0
100030143003,100030143023,1.0
100030143009,100030143011,1.0
100030143009,100030143023,1.0
100030144021,100030144021,1.0
100030144022,100030144022,1.0
100030144031,100030144031,1.0
100030144032,100030144021,1.0
100030144032,100030144032,1.0
100030144033,100030144021,0.07491501127546445
100030144033,100030144022,0.0005472349111042
100030144033,100030144033,1.0
100030144041,100030144041,1.0
100030144042,100030144042,0.6642768970624331
100030144043,100030144041,1.0
100030145011,100030145011,1.0
100030145021,100030145021,1.0
100030145021,100030147021,1.0
100030145022,100030145022,1.0
100030147024,100030147021,1.0
100030147031,100030147031,0.1817881341926954
100030147031,100030147032,0.0135514790943645
100030147032,100030147032,1.0
100030147032,100030147051,1.0
100030147033,100030147033,1.0
100030147034,100030147034,1.0
100030147051,100030147051,1.0
100030147052,100030147052,1.0
100030147052,100030147053,0.222042174938108
100030147053,100030147052,1.0
100030147053,100030147053,1.0
100030147061,100030147061,1.0
100030147062,100030147062,1.0
100030148031,100030148032,1.0
100030148031,100030148033,1.0
100030148039,100030148031,1.0
100030148039,100030148082,0.9258343935840172
100030148039,100030148131,5.597675128183685e-06
100030148051,100030148101,1.0
100030148051,100030148111,1.0
100030148051,100030148112,1.0
100030148051,100030148113,1.0
100030148051,100030148121,1.0
100030148051,100030148122,0.7961752647397012
100030148051,100030148123,1.0
100030148051,100030148141,1.0
100030148061,100030148081,0.9671548122115228
100030148061,100030148082,0.0118036186060344
100030148061,100030148091,0.9886045909028508
100030148061,100030148094,1.0
100030148061,100030148095,1.0
100030148061,100030148103,1.0
100030148062,100030148092,1.0
100030148062,100030148093,1.0
100030148062,100030148101,0.986954310510874
100030148062,100030163012,1.0
100030148062,100030163013,1.0
100030148063,100030148082,0.0978291298405382
100030148063,100030148102,1.0
100030148071,100030148131,1.0
100030148071,100030148132,1.0
100030148071,100030148133,1.0
100030148071,100030148142,0.7213289299235051
100030148076,100030148141,0.9997374898686978
100030148076,100030148142,0.9997226990879376
100030148081,100030148081,1.0
100030148082,100030148082,1.0
100030148083,100030148083,1.0
100030148083,100030148084,0.94948200615688
100030149021,100030149071,1.0
100030149021,100030149072,1.0
100030149021,100030149073,1.0
100030149022,100030149061,1.0
100030149022,100030149062,1.0
100030149022,100030149063,1.0
100030149022,100030149071,0.005245340402480818
100030149022,100030149073,0.0015681530569977167
100030149031,100030149032,1.0
100030149031,100030149033,1.0
100030149031,100030149034,1.0
100030149031,100030149035,1.0
100030149031,100030149036,1.0
100030149032,100030149031,1.0
100030149033,100030149032,1.0
100030149034,100030149034,1.0
100030149034,100030149035,1.0
100030149042,100030149042,1.0
100030149042,100030150003,1.0
100030149043,100030149041,1.0
100030149051,100030149092,0.022924228464338992
100030149051,100030149093,1.0
100030149051,100030150001,0.0
100030149051,100030150004,0.1589415262994959
100030149052,100030149092,1.0
100030149052,100030149093,0.0
100030149052,100030149094,1.0
100030149052,100030150004,1.0
100030149053,100030149081,0.11878613177451817
100030149053,100030149082,0.8235849296662191
100030149054,100030149091,1.0
100030150001,100030150004,1.0
100030150001,100030150005,1.0
100030150002,100030127003,0.0039416858061407
100030150002,100030150001,1.0
100030150002,100030152003,0.031587529573246
100030150002,100030152004,0.005904038442501629
100030150002,100030152005,0.0321605263474022
100030150002,100030163092,0.19758099494983403
100030150003,100030150002,1.0
100030150004,100030150003,0.897006028386
100030151001,100030151001,0.9951250401439468
100030151002,100030151002,1.0
100030152001,100030152001,1.0
100030152002,100030152002,0.0837297811607992
100030152003,100030151001,0.0208254449072321
100030152003,100030152003,0.1153491091341699
100030152004,100030152004,0.5856073799333574
100030152004,100030152005,0.2727708005153458
100030152005,100030019022,1.0
100030152005,100030129001,0.0274936494778134
100030152005,100030129003,0.628295049910829
100030152005,100030150001,0.1114206128133704
100030152005,100030152001,1.0
100030152005,100030152005,1.0
100030152005,100030154001,1.0
100030152005,100030156001,0.18241073740730449
100030152005,100030156002,1.0
100030154002,100030154002,0.6272801737323057
100030154003,100030019022,0.1087866108786611
100030154003,100030154001,1.0
100030154003,100030155021,0.9998271749420552
100030154003,100030156002,1.0
100030155002,100030019021,0.1776654576657824
100030155002,100030155021,1.0
100030155003,100030155022,1.0
100030155003,100030156002,0.0315829181196475
100030155003,100030159001,0.0
100030155003,100039901000,0.0541992303146952
100030156001,100030156002,0.999788795577
100030156002,100030155022,0.1373097671398674
100030156002,100030156002,1.0
100030156002,100030159001,0.06035449807290658
100030156003,100030156001,1.0
100030156003,100030159001,0.40722708991189943
100030158001,100030158021,1.0
100030158001,100030161002,9.331025001993108e-05
100030158001,100030162001,0.5573258816223813
100030158001,100039901000,0.5630378649158192
100030158001,340330216001,0.9436428753967062
100030158002,100030158021,1.0
100030158002,100030158022,0.3646532438478747
100030158003,100030158022,0.8970313606800179
100030158003,100030159001,0.2995035598168973
100030159001,100030159002,1.0
100030159003,100030159003,1.0
100030159004,100030159001,1.0
100030160001,100030151001,0.6688395278811692
100030160001,100030156001,0.0
100030160001,100030160001,1.0
100030160001,100030160002,1.0
100030160001,100030161001,0.7164018260211295
100030161001,100030159003,0.1622097501928113
100030161001,100030160001,0.0935551848699767
100030161001,100030161001,1.0
100030161002,100030161002,1.0
100030162001,100030162002,1.0
100030162002,100030161002,0.1174817334375118
100030162002,100030162001,1.0
100030162003,100030162003,0.4832240897481295
100030163011,100030149031,0.0004171258087645
100030163011,100030149032,0.0002268892847853
100030163011,100030149034,0.0244572684803517
100030163011,100030149035,0.0022073267778539
100030163011,100030163012,0.4960321855379874
100030163011,100030163013,1.0
100030163012,100030163011,1.0
100030163012,100030163014,1.0
100030163021,100030149041,0.0576785744543857
100030163021,100030163061,0.4149356718051904
100030163021,100030163062,1.0
100030163021,100030163063,0.3568904593639576
100030163021,100030163082,1.0
100030163029,100030163061,0.012543672863612
100030163029,100030163063,0.0012397960021269
100030163029,100030163071,1.0
100030163029,100030163082,8.842258019141611e-07
100030163031,100030163081,0.7531870774345949
100030163031,100030163082,0.9485649406629582
100030163031,100030164041,0.6033240030947699
100030163031,100039901000,0.32277474577901183
100030163032,100030163091,0.1165184838558727
100030163032,100039901000,0.0248011230697239
100030163033,100030162003,1.0
100030163033,100030163092,1.0
100030164011,100030164011,1.0
100030164012,100030164012,0.8234038829482814
100030164012,100030164013,1.0
100030164012,100030164014,0.9745848223836712
100030164012,100030164041,1.0
100030164021,100030164041,7.882757414733637e-06
100030164021,100030164042,0.983146622715956
100030164021,100030164043,0.9719574878760252
100030164022,100030164043,0.6024889075959322
100030164023,100030163082,1.0
100030164023,100030164041,1.0
100030164023,100039901000,0.0378410761667726
100030166011,100030166091,1.0
100030166011,100030166092,1.0
100030166011,100030166093,1.0
100030166011,100030166112,1.0
100030166012,100030166101,0.9394130189030236
100030166012,100030166102,1.0
100030166012,100030166103,1.0
100030166012,100030166104,1.0
100030166012,100030166121,0.000667385281517
100030166021,100030166111,1.0
100030166021,100030166112,1.0
100030166021,100030166113,1.0
100030166022,100030166082,1.0
100030166022,100030166104,1.0
100030166022,100030166121,1.0
100030166022,100030166122,1.0
100030166022,100030166123,1.0
100030166031,100030166082,1.0
100030166031,100039901000,1.0
100030166032,100030164041,0.0
100030166032,100030166081,1.0
100030166032,100030166082,0.7393569844789357
100030166032,100039901000,0.5641215515138729
100030166041,100030166132,0.9860752200525958
100030166041,100030166133,0.24106690404263262
100030166042,100030166141,0.7601138249199372
100030166042,100030166142,1.0
100030166042,100030166143,1.0
100030166043,100030166131,0.0499132070627464
100030166043,100030166134,1.0
100030168011,100030168061,1.0
100030168011,100030168062,1.0
100030168011,100030168063,1.0
100030168012,100030168051,1.0
100030168021,100030168082,1.0
100030168021,100030168083,1.0
100030168021,100030168084,1.0
100030168022,100030168071,0.6146431321321971
100030168022,100030168081,0.7931439766089363
100030168022,100030168083,1.0
100030168022,100030168084,1.0
100030168022,100030168085,0.6759808383068413
100030168022,100039901000,0.0654949619308977
100030169011,100030169011,1.0
100030169011,100030169041,1.0
100030169012,100010402011,0.0335788841733436
100030169012,100030169012,1.0
100030169021,100030169041,1.0
100030169021,100039901000,0.00015749744004146213
100030169022,100030169041,0.4261633179393089
240150301001,240150301001,1.0
240150301001,240150301003,0.005400669094108022
240150301001,240150301004,0.005673430159571632
240150301002,240150301002,1.0
240150301003,240150301003,1.0
240150301003,240150301004,1.0
240150302001,240150302001,1.0
240150302001,240150305051,0.0
240150302002,240150302001,0.0053337889319550295
240150302002,240150302002,0.9997777254722592
240150302003,240150302002,0.935400034972
240150302003,240150302003,1.0
240150302004,240150302004,1.0
240150302005,240150302005,1.0
240150304001,240150304001,1.0
240150304002,240150304002,0.1365656846540676
240150304003,240150304003,1.0
240150304004,240150304004,0.057589480570552645
240150305011,240150305011,1.0
240150305012,240150305012,1.0
240150305012,240150305032,2.760508135550725e-05
240150305031,240150305033,1.0
240150305032,240150305031,1.0
240150305032,240150305032,0.9401515700753992
240150305033,240150305032,1.0
240150305034,240150305033,0.9947908748902704
240150305034,240150305051,0.999972222890778
240150305034,240150309043,0.0667363373284245
240150305041,240150305081,1.0
240150305041,240150305082,1.0
240150305041,240150305083,0.5001883950005943
240150305042,240150305071,1.0
240150305042,240150305072,1.0
240150305042,240150305073,0.1637078687368898
240150305043,240150305052,1.0
240150305044,240150305033,1.0
240150305044,240150305051,1.0
240150306011,240150306011,1.0
240150306012,240150306012,1.0
240150306013,240150306013,1.0
240150306021,240150306021,1.0
240150306022,240150305032,1.0
240150306022,240150306022,1.0
240150307001,240150307001,1.0
240150307001,240150307003,0.057285420589672176
240150307002,240150307002,1.0
240150307003,240150307003,1.0
240150309011,240150309051,1.0
240150309011,240150309052,0.05076363055413706
240150309011,240150309083,1.0
240150309011,240150309085,1.0
240150309012,240150307003,1.0
240150309012,240150309052,1.0
240150309012,240150309083,1.0
240150309012,240150309084,0.9999998382009524
240150309012,240150309085,1.0
240150309013,240150305033,1.0
240150309013,240150309052,1.0
240150309013,240150309082,1.0
240150309013,240150309083,0.0540508524649826
240150309014,240150309081,1.0
240150309015,240150309071,1.0
240150309015,240150309072,1.0
240150309031,240150309031,1.0
240150309031,240150309033,0.0
240150309031,240150309084,0.7905899005689399
240150309032,240150309031,0.0059589890281163
240150309032,240150309032,1.0
240150309032,240150309033,1.0
240150309032,240150309072,1.0
240150309044,240150309043,1.0
240150309044,240150309044,1.0
240150309045,240150309045,1.0
240150309046,240150309041,1.0
240150309047,240150309041,0.0702468266359569
240150309047,240150309042,1.0
240150312011,240150312011,1.0
240150312011,240150312013,1.0
240150312011,240150313012,0.9257369439727292
240150312012,240150312013,1.0
240150312013,240150312012,1.0
240150312013,240150312013,1.0
240150312014,240150312012,1.0
240150312021,240150312021,1.0
240150312021,240150312022,1.0
240150312022,240150312022,1.0
240150312022,240150312023,1.0
240150312023,240150312023,1.0
240150313001,240150313021,1.0
240150313001,240150313024,0.2828133303311863
240150313001,240150314001,0.0
240150313001,240150314002,0.0
240150313002,240150313023,1.0
240150313002,240150313024,1.0
240150313003,240150313011,1.0
240150313003,240150313022,1.0
240150313004,240150313022,1.0
240150313006,240150312011,0.0
240150313006,240150313011,1.0
240150313006,240150313012,1.0
240150314001,240150314001,1.0
240150314002,240150314001,0.444035867553
240150314002,240150314002,1.0
250090000000,250092684003,0.311454106693
250090000000,250099901000,1.0
250092011001,250092011003,1.0
250092011001,250092069002,0.1217980367726481
250092011001,250092069003,0.8591664450049625
250092011001,250099901000,0.7923238563171806
250092011002,250092011003,1.0
250092011002,250099901000,0.958897192302
250092011003,250092011001,1.0
250092011003,250099901000,2.713580097406598e-05
250092011004,250092011002,1.0
250092011004,250092011003,0.1412678891621495
250092011004,250099901000,0.1440775977589174
250092021001,250092021011,0.2341260963582408
250092021001,250092021031,0.0040786754328793
250092021001,250092021044,0.1912910751945992
250092021001,250092021045,0.5644882566662829
250092021002,250092021011,0.9844904255472781
250092021002,250092021012,0.9844177226037509
250092021003,250092021013,0.007781578680069566
250092021003,250092066002,0.9837708857542362
250092021004,250092021012,0.0
250092021004,250092021043,0.66772943965
250092021005,250092021042,0.33227056035
250092021005,250092065001,1.0
250092021005,250092066001,0.66772943965
250092021005,250092066002,0.0
250092021006,250092021031,0.0235914099433899
250092021006,250092021041,1.0
250092021007,250092021031,1.0
250092021007,250092051001,0.0087093859882878
250092021007,250092064002,1.0
250092021007,250092065001,0.0156923964395903
250092022001,250092022001,0.569582487492992
250092022001,250092031006,0.024537696303677078
250092022002,250092022001,0.9837481415738784
250092022002,250092022005,1.0
250092022002,250099901000,0.2104399579122516
250092022003,250092022002,0.0
250092022003,250092022006,1.0
250092022003,250099901000,0.0911107906641702
250092022004,250092022002,1.0
250092022004,250092022006,0.0001116272180138
250092022004,250092066002,1.0
250092022005,250092022003,1.0
250092022006,250092022004,1.0
250092031001,250092031001,1.0
250092031002,250092031002,0.9999829243422153
250092031003,250092031004,1.0
250092031003,250099901000,0.0
250092031004,250092031003,1.0
250092031004,250099901000,0.0
250092031005,250092031005,1.0
250092031006,250092031006,1.0
250092031007,250092031007,1.0
250092031007,250092041022,1.0
250092031008,250092031008,1.0
250092031008,250092041021,1.0
250092031008,250092041022,0.0999999999999999
250092032001,250092032004,1.0
250092032001,250092032005,1.0
250092032001,250099901000,1.0
250092032003,250092032004,1.0
250092032004,250092032001,1.0
250092032005,250092032002,1.0
250092032006,250092032003,1.0
250092032006,250092033012,1.0
250092033001,250092033012,0.3124201598235949
250092033001,250092033023,1.0
250092033001,250092033024,1.0
250092033002,250092033021,1.0
250092033003,250092033011,1.0
250092033003,250092033022,1.0
250092033004,250092032001,0.9814814814814816
250092033004,250092033013,1.0
250092033004,250092033022,1.0
250092033005,250092033012,1.0
250092033006,250092033014,1.0
250092033006,250092033024,1.0
250092041011,250092041014,1.0
250092041012,250092041011,1.0
250092041013,250092041013,1.0
250092041014,250092041012,1.0
250092041021,250092021031,0.9976529257428356
250092041021,250092031006,0.0
250092041021,250092031007,0.0
250092041021,250092041021,0.9266917293233082
250092041021,250092041022,1.0
250092041022,250092041021,1.0
250092042001,250092042002,0.7504479263148411
250092042001,250092042003,0.9130434782608696
250092042002,250092042001,0.0
250092042002,250092042002,1.0
250092042002,250092042004,0.0
250092042003,250092041014,0.1121255581137144
250092042003,250092042001,0.3639940622895156
250092042003,250092043003,0.8461659919959865
250092042004,250092042004,0.6292054214548966
250092042005,250092042005,1.0
250092043001,250092043001,1.0
250092043002,250092042001,1.0
250092043002,250092043003,1.0
250092043003,250092043002,1.0
250092044001,250092032004,0.7551020408163265
250092044001,250092044004,1.0
250092044001,250099901000,0.02713998044464806
250092044002,250092044001,0.4302382342862042
250092044003,250092044002,0.0315070846659895
250092044004,250092044003,0.1477730273495923
250092044004,250092044004,0.0032504627026229
250092045001,250092045001,0.8989598881062406
250092045002,250092045002,1.0
250092045003,250092045002,0.5522197633316591
250092045003,250092045003,0.9996137036935002
250092045003,250092046004,1.0
250092046001,250092046001,1.0
250092046002,250092046001,0.0221729191625295
250092046003,250092046003,0.9784237420459548
250092046004,250092046004,1.0
250092046005,250092046005,1.0
250092046006,250092046002,1.0
250092046007,250092046002,1.0
250092046007,250092047021,1.0
250092046007,250092108002,0.973837587336
